,Year,Selling_Price,Kms_Driven,Fuel_Type,Transmission,Owner,Brand
11279,2019,1200000.0,15000,Diesel,Manual,First Owner,Mahindra
11280,2012,220000.0,110000,Diesel,Manual,Others,Nissan
11281,2008,515000.0,120000,Diesel,Automatic,Second Owner,Mercedes-Benz
11282,2010,170000.0,100000,Petrol,Manual,First Owner,Maruti
11283,2010,260000.0,120000,Diesel,Manual,Second Owner,Maruti
11284,2012,315000.0,130000,Diesel,Manual,Second Owner,Volkswagen
11285,2011,225000.0,76000,Petrol,Manual,Second Owner,Maruti
11286,2012,420000.0,110000,Diesel,Manual,Others,Volkswagen
11287,2011,525000.0,96000,Diesel,Manual,First Owner,Mahindra
11288,2018,670000.0,90000,Diesel,Automatic,First Owner,Maruti
11289,2012,220000.0,110000,Diesel,Manual,Others,Nissan
11290,2013,250000.0,25000,Diesel,Manual,First Owner,Ford
11291,2009,229999.0,90000,Diesel,Manual,Second Owner,Maruti
11292,2009,229999.0,164000,Diesel,Manual,Second Owner,Maruti
11293,2013,300000.0,120000,Petrol,Manual,Second Owner,Honda
11294,2010,165000.0,66000,Petrol,Manual,Second Owner,Maruti
11296,2011,360000.0,157000,Diesel,Manual,Second Owner,Hyundai
11297,2011,380000.0,157000,Diesel,Manual,Second Owner,Hyundai
11298,2017,300000.0,35000,Petrol,Manual,First Owner,Renault
11299,2008,320000.0,100000,Diesel,Manual,Second Owner,Mahindra
11300,2016,325000.0,70000,Petrol,Manual,Second Owner,Datsun
11301,2010,160000.0,30000,Diesel,Manual,Second Owner,Tata
11302,2018,630000.0,40000,Diesel,Manual,First Owner,Mahindra
11303,2020,600000.0,5000,Petrol,Manual,First Owner,Maruti
11304,2014,229999.0,30000,Petrol,Manual,Second Owner,Maruti
11305,2014,440000.0,70000,Diesel,Manual,Second Owner,Maruti
11306,2007,90000.0,60000,Petrol,Manual,Second Owner,Chevrolet
11307,2017,750000.0,60000,Diesel,Manual,First Owner,Maruti
11308,2012,330000.0,80000,Petrol,Manual,Second Owner,Honda
11309,2016,715000.0,70000,Diesel,Manual,Second Owner,Maruti
11310,2013,250000.0,150000,Diesel,Manual,Second Owner,Skoda
11311,2007,120000.0,150000,Petrol,Manual,Second Owner,Maruti
11312,2004,100000.0,25000,Petrol,Manual,Others,Ford
11313,2017,850000.0,35000,Diesel,Automatic,Second Owner,Skoda
11314,2018,450000.0,48000,Diesel,Manual,First Owner,Hyundai
11316,2000,30000.0,90000,Petrol,Manual,Others,Hyundai
11317,2015,600000.0,135000,Diesel,Manual,First Owner,Maruti
11318,2016,280000.0,110000,Diesel,Manual,Second Owner,Chevrolet
11319,2012,465000.0,146000,Diesel,Manual,Second Owner,Hyundai
11320,2018,350000.0,44000,Petrol,Manual,First Owner,Maruti
11321,2013,325000.0,70000,Petrol,Manual,First Owner,Hyundai
11323,2006,110000.0,120000,Petrol,Manual,Others,Maruti
11324,2013,220000.0,80000,Diesel,Manual,First Owner,Tata
11325,2015,515000.0,60000,Diesel,Manual,First Owner,Mahindra
11326,2018,750000.0,40000,Petrol,Manual,First Owner,Maruti
11327,2018,350000.0,25000,Petrol,Manual,First Owner,Hyundai
11328,2019,488999.0,15000,Petrol,Manual,First Owner,Hyundai
11329,2017,300000.0,27000,Petrol,Manual,First Owner,Maruti
11330,2017,650000.0,35000,Diesel,Manual,Second Owner,Maruti
11331,2014,250000.0,40000,Petrol,Manual,First Owner,Maruti
11332,2014,200000.0,40000,Petrol,Manual,Others,Maruti
11333,2015,950000.0,75262,Diesel,Manual,First Owner,Mahindra
11334,2012,200000.0,120000,Diesel,Manual,First Owner,Tata
11335,2016,276000.0,60000,Petrol,Manual,First Owner,Hyundai
11336,2014,250000.0,40000,Petrol,Manual,First Owner,Hyundai
11337,2008,95000.0,80000,Petrol,Manual,Second Owner,Maruti
11338,2011,200000.0,70000,Diesel,Manual,Second Owner,Tata
11339,2012,450000.0,100000,Diesel,Manual,Second Owner,Hyundai
11340,2013,900000.0,18000,Diesel,Manual,First Owner,Mahindra
11342,2010,200000.0,70000,Petrol,Manual,Second Owner,Hyundai
11343,2011,370000.0,91863,Diesel,Manual,Second Owner,Mahindra
11344,2008,250000.0,100000,Petrol,Manual,First Owner,Tata
11345,2016,290000.0,10000,Petrol,Manual,First Owner,Renault
11346,2018,900000.0,35000,Diesel,Manual,First Owner,Maruti
11347,2013,325000.0,120000,Diesel,Manual,Second Owner,Ford
11348,2016,425000.0,30000,Petrol,Manual,First Owner,Hyundai
11349,2016,315000.0,60000,Petrol,Manual,First Owner,Renault
11350,2014,300000.0,70000,Petrol,Manual,First Owner,Maruti
11351,2013,325000.0,70000,Petrol,Manual,Second Owner,Hyundai
11352,2016,900000.0,130000,Diesel,Manual,First Owner,Hyundai
11353,2016,950000.0,133000,Diesel,Manual,First Owner,Hyundai
11354,2010,320000.0,120000,Diesel,Manual,Others,Volkswagen
11355,2019,500000.0,20000,Petrol,Manual,First Owner,Volkswagen
11356,2012,290000.0,25000,Petrol,Manual,First Owner,Ford
11357,2012,60000.0,90000,Petrol,Manual,First Owner,Tata
11358,2009,120000.0,140000,Petrol,Manual,Others,Maruti
11359,2017,850000.0,103000,Diesel,Manual,First Owner,Honda
11361,2015,600000.0,128000,Diesel,Manual,First Owner,Honda
11362,2015,620000.0,33000,Diesel,Manual,First Owner,Volkswagen
11363,2009,150000.0,70000,Petrol,Manual,Second Owner,Maruti
11364,2011,150000.0,40000,Petrol,Manual,Others,Hyundai
11365,2008,135000.0,40000,Petrol,Manual,Others,Tata
11366,2011,200000.0,80000,Diesel,Manual,First Owner,Tata
11367,2015,730000.0,70000,Diesel,Manual,First Owner,Maruti
11368,2013,800000.0,100000,Diesel,Manual,First Owner,Toyota
11369,2009,300000.0,90000,Diesel,Manual,Second Owner,Mahindra
11370,2012,190000.0,112000,Diesel,Manual,Second Owner,Ford
11371,2011,350000.0,50000,Petrol,Manual,First Owner,Honda
11372,2015,509999.0,62000,Diesel,Manual,Second Owner,Hyundai
11373,2012,400000.0,90000,Diesel,Manual,First Owner,Maruti
11374,2013,800000.0,80000,Diesel,Manual,First Owner,Toyota
11375,2013,250000.0,50000,Diesel,Manual,First Owner,Tata
11376,2016,930000.0,47552,Diesel,Manual,Second Owner,Hyundai
11377,2016,720000.0,40000,Diesel,Manual,Second Owner,Maruti
11378,2011,225000.0,15000,Petrol,Manual,First Owner,Ford
11379,2019,950000.0,20000,Diesel,Manual,First Owner,Ford
11380,2018,530000.0,52000,Petrol,Manual,First Owner,Hyundai
11381,2016,470000.0,70000,Petrol,Manual,First Owner,Hyundai
11382,2017,650000.0,110000,Diesel,Manual,First Owner,Mahindra
11383,2014,540000.0,77500,Diesel,Manual,Second Owner,Tata
11384,2015,459999.0,100000,Diesel,Manual,Second Owner,Maruti
11385,2019,325000.0,14700,Petrol,Manual,First Owner,Renault
11386,2016,240000.0,40000,Petrol,Manual,First Owner,Maruti
11387,2017,400000.0,32000,Petrol,Manual,Second Owner,Mahindra
11388,2004,70000.0,70000,Petrol,Manual,Second Owner,Maruti
11389,2009,250000.0,80000,Petrol,Manual,First Owner,Maruti
11390,2014,910000.0,80000,Diesel,Manual,Second Owner,Toyota
11391,2018,720000.0,25000,Diesel,Manual,First Owner,Maruti
11392,2015,590000.0,50000,Diesel,Manual,First Owner,Maruti
11393,2015,434000.0,120000,Diesel,Manual,First Owner,Chevrolet
11394,2006,145000.0,170000,Diesel,Manual,First Owner,Mahindra
11395,2018,445000.0,19700,Petrol,Manual,First Owner,Mahindra
11396,2011,191000.0,70000,others,Manual,First Owner,Hyundai
11397,2018,372000.0,50000,Diesel,Manual,Others,Ford
11398,2005,65000.0,90000,Petrol,Manual,Second Owner,Maruti
11399,2007,150000.0,60000,Petrol,Manual,Others,Hyundai
11400,2015,300000.0,140000,Diesel,Manual,First Owner,Ford
11401,2003,125000.0,120000,Diesel,Manual,Others,Mahindra
11402,2017,520000.0,40000,Petrol,Manual,First Owner,Tata
11403,2014,190000.0,70000,Petrol,Manual,Others,Maruti
11404,2018,310000.0,7000,Petrol,Manual,First Owner,Datsun
11405,2012,750000.0,90000,Diesel,Manual,First Owner,Toyota
11406,2016,750000.0,110000,Diesel,Automatic,First Owner,Mahindra
11407,2019,350000.0,15000,Petrol,Manual,First Owner,Maruti
11408,2020,360000.0,5000,Petrol,Manual,First Owner,Maruti
11409,2017,285000.0,5000,Petrol,Manual,First Owner,Renault
11410,2013,160000.0,70000,Petrol,Manual,Second Owner,Maruti
11411,2015,229999.0,60000,Petrol,Manual,Second Owner,Datsun
11412,2007,85000.0,120000,Petrol,Manual,Others,Maruti
11413,2018,300000.0,7000,Petrol,Manual,First Owner,Datsun
11414,2014,675000.0,120000,Diesel,Manual,First Owner,Mahindra
11415,2014,700000.0,145241,Diesel,Manual,First Owner,Mahindra
11416,2008,400000.0,110000,Diesel,Manual,First Owner,Mahindra
11417,2016,254999.0,30000,Petrol,Manual,Others,Renault
11418,2015,1050000.0,80000,Diesel,Manual,Second Owner,Mahindra
11419,2013,390000.0,100000,Diesel,Manual,First Owner,Maruti
11420,2015,450000.0,80000,Diesel,Manual,First Owner,Toyota
11422,2017,725000.0,50000,Diesel,Manual,First Owner,Maruti
11423,2013,466000.0,95500,Diesel,Manual,Second Owner,Tata
11424,2017,370000.0,40000,Petrol,Manual,Second Owner,Ford
11425,2007,150000.0,70000,Petrol,Manual,Others,Maruti
11426,2017,483000.0,15000,Petrol,Manual,First Owner,Maruti
11427,2016,470000.0,10000,Petrol,Manual,First Owner,Hyundai
11428,2018,950000.0,25000,Diesel,Manual,First Owner,Maruti
11429,2013,450000.0,50000,Petrol,Manual,Others,Hyundai
11430,2011,345000.0,70000,Petrol,Manual,First Owner,Toyota
11431,2009,300000.0,60000,Petrol,Manual,First Owner,Maruti
11432,2007,160000.0,74800,Petrol,Manual,Second Owner,Maruti
11433,2004,120000.0,80000,Petrol,Manual,Second Owner,Maruti
11434,2020,500000.0,40000,Petrol,Manual,First Owner,Tata
11435,2018,1350000.0,40000,Diesel,Manual,First Owner,Mahindra
11436,2017,455000.0,50000,Diesel,Manual,First Owner,Hyundai
11437,2013,165000.0,45000,Petrol,Manual,Second Owner,Hyundai
11438,2016,470000.0,23700,Petrol,Manual,First Owner,Maruti
11439,2016,470000.0,23700,Petrol,Manual,First Owner,Maruti
11441,2014,229999.0,53473,Petrol,Manual,First Owner,Maruti
11442,2011,250000.0,100000,Diesel,Manual,Second Owner,Mahindra
11443,2016,1350000.0,25000,Diesel,Manual,First Owner,Mahindra
11444,2013,220000.0,80000,Petrol,Manual,First Owner,Hyundai
11445,2015,360000.0,120000,Diesel,Manual,First Owner,Hyundai
11446,2018,350000.0,40000,Petrol,Manual,First Owner,Maruti
11447,2012,500000.0,70000,Diesel,Manual,First Owner,Hyundai
11448,2013,145000.0,90000,Diesel,Manual,Others,Chevrolet
11449,2014,300000.0,51000,Petrol,Manual,First Owner,Chevrolet
11450,2010,180000.0,87000,Diesel,Manual,First Owner,Tata
11451,2009,180000.0,87000,Petrol,Manual,Second Owner,Hyundai
11452,2006,200000.0,120000,Diesel,Manual,Second Owner,Mahindra
11453,2013,530000.0,40000,Diesel,Manual,First Owner,Maruti
11454,2014,620000.0,90000,Diesel,Manual,Second Owner,Renault
11455,2015,360000.0,110000,Petrol,Manual,Others,Toyota
11456,2010,245000.0,86000,Petrol,Manual,Second Owner,Hyundai
11457,2009,370000.0,120000,Diesel,Manual,First Owner,Maruti
11458,2003,130000.0,80000,Petrol,Manual,Others,Ford
11459,1999,70000.0,65000,Petrol,Manual,Others,Maruti
11460,1999,70000.0,70000,Petrol,Manual,Others,Maruti
11461,2014,650000.0,140000,Diesel,Manual,Second Owner,Ford
11462,2019,610000.0,18000,Petrol,Manual,First Owner,Maruti
11463,2015,300000.0,24000,Petrol,Manual,First Owner,Maruti
11464,2014,425000.0,60000,Diesel,Manual,First Owner,Hyundai
11465,2012,450000.0,150000,Diesel,Manual,Others,Hyundai
11466,2011,450000.0,108000,Diesel,Manual,First Owner,Hyundai
11467,2011,340000.0,60000,Petrol,Automatic,Others,Hyundai
11468,2013,650000.0,90000,Diesel,Manual,First Owner,Maruti
11469,2009,160000.0,70000,Diesel,Manual,First Owner,Tata
11470,2014,250000.0,120000,Diesel,Manual,First Owner,Tata
11471,2012,225000.0,100000,Diesel,Manual,Others,Chevrolet
11472,2007,55000.0,75958,Diesel,Manual,Second Owner,Tata
11473,1996,42000.0,70000,Petrol,Manual,Others,Maruti
11474,2012,250000.0,100000,Diesel,Manual,Second Owner,Tata
11475,2006,282000.0,128000,Diesel,Manual,Others,Hyundai
11476,2007,80000.0,110000,Diesel,Manual,Others,Tata
11477,2016,500000.0,40000,Petrol,Manual,First Owner,Maruti
11478,2016,500000.0,70000,Diesel,Manual,First Owner,Ford
11479,2011,400000.0,60000,Diesel,Manual,First Owner,Maruti
11480,2013,550000.0,90000,Diesel,Manual,First Owner,Mahindra
11481,2007,200000.0,70000,Diesel,Manual,Second Owner,Tata
11482,2012,280000.0,65000,Petrol,Manual,First Owner,Hyundai
11483,2014,580000.0,88000,Diesel,Manual,First Owner,Maruti
11484,2009,100000.0,80000,Diesel,Manual,Others,Tata
11485,2014,550000.0,60000,Diesel,Manual,First Owner,Mahindra
11486,2017,700000.0,38000,Diesel,Manual,First Owner,Mahindra
11487,2010,150000.0,80000,Petrol,Manual,Others,Tata
11488,2014,190000.0,60000,Petrol,Manual,Second Owner,Hyundai
11489,2013,500000.0,110000,Diesel,Manual,First Owner,Mahindra
11490,2017,640000.0,110000,Diesel,Manual,First Owner,Maruti
11491,2011,340000.0,145000,Diesel,Manual,First Owner,Skoda
11492,2019,811000.0,43000,Diesel,Manual,First Owner,Hyundai
11493,2016,409999.0,120000,Diesel,Manual,First Owner,Maruti
11494,2007,220000.0,136000,Petrol,Manual,Second Owner,Maruti
11495,2013,170000.0,120000,Diesel,Manual,Second Owner,Tata
11496,2018,700000.0,25000,Petrol,Manual,First Owner,Hyundai
11497,2015,950000.0,80000,Diesel,Manual,Second Owner,Mahindra
11498,2003,80000.0,40000,Petrol,Manual,Second Owner,Hyundai
11502,2015,503000.0,110000,Diesel,Manual,First Owner,Tata
11505,2013,225000.0,58343,Petrol,Manual,First Owner,Maruti
11506,2018,740000.0,38817,Diesel,Manual,First Owner,Maruti
11507,2016,550000.0,56494,Petrol,Manual,First Owner,Honda
11508,2013,750000.0,79328,Diesel,Manual,Second Owner,Toyota
11509,2019,650000.0,5621,Petrol,Automatic,First Owner,Maruti
11510,2017,625000.0,25538,Petrol,Manual,First Owner,Toyota
11511,2018,600000.0,69779,Petrol,Automatic,First Owner,Maruti
11512,2017,450000.0,56290,Diesel,Manual,First Owner,Hyundai
11515,2019,779000.0,7032,Petrol,Automatic,First Owner,Honda
11516,2016,645000.0,11000,Petrol,Automatic,First Owner,Skoda
11518,2014,420000.0,120000,Diesel,Manual,Second Owner,Maruti
11519,2018,899000.0,35000,Diesel,Manual,First Owner,Maruti
11520,2019,459999.0,35000,Petrol,Manual,First Owner,Datsun
11521,2008,150000.0,120000,Diesel,Manual,Second Owner,Hyundai
11522,2017,350000.0,25000,Petrol,Manual,First Owner,Renault
11523,2015,509999.0,100000,Diesel,Manual,Second Owner,Toyota
11524,2013,500000.0,120000,Diesel,Manual,Others,Mahindra
11525,2017,370000.0,35000,Petrol,Manual,First Owner,Tata
11526,2013,240000.0,44000,Petrol,Manual,Second Owner,Maruti
11527,2015,530000.0,100000,Diesel,Manual,Second Owner,Hyundai
11528,2015,1000000.0,133000,Diesel,Manual,Second Owner,Mahindra
11530,2014,350000.0,64000,Petrol,Manual,First Owner,Hyundai
11531,2015,1100000.0,70000,Diesel,Automatic,First Owner,Mahindra
11532,2011,220000.0,70000,Petrol,Manual,First Owner,Hyundai
11533,2015,350000.0,100000,Petrol,Manual,First Owner,Hyundai
11534,2013,370000.0,90000,Diesel,Manual,Second Owner,Maruti
11535,2014,220000.0,50000,Petrol,Manual,First Owner,Maruti
11536,2013,200000.0,80000,Diesel,Manual,First Owner,Chevrolet
11537,2017,400000.0,50000,Diesel,Manual,First Owner,Mahindra
11538,2009,150000.0,55000,Petrol,Manual,First Owner,Others
11540,2011,130000.0,70000,Petrol,Manual,Second Owner,Maruti
11541,2013,185000.0,80000,Petrol,Manual,Second Owner,Maruti
11542,2010,110000.0,80000,Petrol,Manual,Second Owner,Hyundai
11543,2012,450000.0,120000,Diesel,Manual,First Owner,Mahindra
11544,2018,500000.0,20000,Petrol,Manual,Second Owner,Hyundai
11545,2017,570000.0,31596,Petrol,Manual,First Owner,Ford
11546,2013,650000.0,85710,Diesel,Manual,First Owner,Mahindra
11548,2018,250000.0,10000,Petrol,Manual,First Owner,Datsun
11549,2014,320000.0,15000,Petrol,Manual,First Owner,Hyundai
11550,2017,440000.0,35000,Petrol,Automatic,First Owner,Maruti
11551,2013,315000.0,49000,Petrol,Manual,Second Owner,Hyundai
11552,2007,100000.0,70000,Petrol,Manual,Others,Hyundai
11553,2010,202999.0,158000,Diesel,Manual,First Owner,Tata
11554,2012,179000.0,30000,Petrol,Manual,Second Owner,Hyundai
11555,2008,140000.0,60000,Petrol,Manual,Second Owner,Hyundai
11556,2008,150000.0,40000,Petrol,Manual,Second Owner,Maruti
11557,2011,440000.0,60000,Diesel,Manual,Second Owner,Mahindra
11558,2011,250000.0,55130,Diesel,Manual,Second Owner,Ford
11559,2014,330000.0,22000,Petrol,Manual,First Owner,Maruti
11560,2010,250000.0,48000,Petrol,Manual,First Owner,Ford
11561,2012,335000.0,45000,Petrol,Manual,First Owner,Hyundai
11562,2016,1025000.0,22522,Diesel,Manual,First Owner,Mahindra
11563,2012,320000.0,51856,Petrol,Manual,Others,Hyundai
11564,2015,550000.0,29434,Petrol,Manual,First Owner,Maruti
11565,2018,800000.0,25000,Diesel,Manual,First Owner,Honda
11566,2017,380000.0,28000,Petrol,Manual,Second Owner,Tata
11567,2013,400000.0,44500,Diesel,Manual,Second Owner,Renault
11568,2016,375000.0,34500,Petrol,Manual,First Owner,Maruti
11569,2017,1100000.0,20000,Petrol,Automatic,First Owner,Honda
11570,2018,650000.0,15000,Petrol,Manual,First Owner,Hyundai
11571,2014,361000.0,26000,Petrol,Automatic,First Owner,Nissan
11572,2012,140000.0,20000,Petrol,Manual,First Owner,Hyundai
11573,2019,550000.0,3000,Petrol,Manual,First Owner,Hyundai
11574,2019,670000.0,20000,Petrol,Manual,First Owner,Honda
11575,2017,880000.0,25000,Diesel,Manual,First Owner,Maruti
11576,2018,950000.0,35000,Diesel,Manual,First Owner,Ford
11577,2010,300000.0,60000,Diesel,Manual,First Owner,Chevrolet
11578,2017,1150000.0,6825,Petrol,Automatic,First Owner,Honda
11579,2015,450000.0,155000,Diesel,Automatic,First Owner,Chevrolet
11580,2018,375000.0,50000,others,Manual,First Owner,Maruti
11581,2016,600000.0,13500,Petrol,Manual,First Owner,Maruti
11583,2018,600000.0,65000,Diesel,Manual,First Owner,Hyundai
11584,2014,630000.0,95000,Diesel,Manual,Second Owner,Mahindra
11585,2016,590000.0,40000,Petrol,Manual,Second Owner,Maruti
11586,2019,420000.0,30000,Petrol,Manual,First Owner,Hyundai
11588,2013,541000.0,112011,Diesel,Manual,First Owner,Tata
11589,2015,900000.0,125000,Diesel,Manual,First Owner,Toyota
11590,2015,900000.0,125000,Diesel,Manual,First Owner,Toyota
11591,2009,250000.0,43000,Diesel,Manual,First Owner,Tata
11592,2019,670000.0,53534,Diesel,Manual,First Owner,Mahindra
11593,2019,530000.0,20000,Petrol,Manual,First Owner,Tata
11594,2012,150000.0,70000,Diesel,Manual,Second Owner,Chevrolet
11595,2013,550000.0,70000,Diesel,Manual,Others,Mahindra
11596,2015,650000.0,150000,Diesel,Manual,First Owner,Mahindra
11597,2012,180000.0,100000,Diesel,Manual,Second Owner,Tata
11598,2015,585000.0,50000,Diesel,Manual,First Owner,Mahindra
11599,2013,345000.0,120000,Petrol,Manual,Second Owner,Hyundai
11600,2013,350000.0,110000,Diesel,Manual,Others,Maruti
11601,2016,725000.0,140000,Petrol,Manual,First Owner,Honda
11602,2012,250000.0,120000,Diesel,Manual,First Owner,Tata
11603,2002,45000.0,70000,Petrol,Manual,Second Owner,Maruti
11605,2017,325000.0,16500,Petrol,Manual,Second Owner,Renault
11606,2016,350000.0,9900,Petrol,Manual,First Owner,Maruti
11607,2012,180000.0,80000,Petrol,Manual,Others,Maruti
11608,2010,150000.0,100000,Petrol,Manual,Second Owner,Others
11609,2020,700000.0,20000,Petrol,Manual,First Owner,Maruti
11610,2016,795000.0,90000,Diesel,Manual,First Owner,Maruti
11611,2019,950000.0,15000,Diesel,Manual,First Owner,Mahindra
11612,2018,885000.0,75000,Diesel,Automatic,First Owner,Volkswagen
11613,2011,160000.0,140000,Diesel,Manual,First Owner,Maruti
11614,2012,300000.0,120000,Diesel,Manual,Second Owner,Hyundai
11615,2018,950000.0,75000,Diesel,Automatic,First Owner,Volkswagen
11616,2015,549000.0,90000,Diesel,Manual,First Owner,Maruti
11618,2015,1200000.0,61000,Diesel,Manual,First Owner,Toyota
11619,2012,570000.0,100000,Diesel,Manual,Second Owner,Renault
11620,2017,800000.0,60000,Diesel,Manual,Second Owner,Mahindra
11621,2009,375000.0,100000,Diesel,Manual,First Owner,Hyundai
11622,2009,300000.0,170000,Diesel,Manual,Others,Mahindra
11623,2013,350000.0,100000,Petrol,Manual,Second Owner,Toyota
11624,2011,400000.0,120000,Diesel,Manual,Second Owner,Mahindra
11625,2015,434999.0,50000,Diesel,Manual,First Owner,Volkswagen
11626,2012,200000.0,120000,Petrol,Manual,Second Owner,Toyota
11627,2015,260000.0,25000,Petrol,Manual,First Owner,Maruti
11628,2013,450000.0,24019,Diesel,Manual,First Owner,Maruti
11629,2013,459999.0,80000,Diesel,Manual,Second Owner,Hyundai
11630,2011,210000.0,100000,Diesel,Manual,Second Owner,Maruti
11631,2015,540000.0,93000,Petrol,Manual,Second Owner,Maruti
11632,2017,710000.0,50000,Diesel,Manual,First Owner,Maruti
11633,2018,285000.0,22000,Petrol,Manual,First Owner,Maruti
11634,2019,990000.0,19600,Diesel,Manual,First Owner,Hyundai
11635,2017,362000.0,104000,Petrol,Manual,First Owner,Tata
11636,2017,880000.0,33000,Diesel,Manual,First Owner,Ford
11637,2017,700000.0,60000,Diesel,Manual,First Owner,Mahindra
11638,2016,600000.0,60000,Diesel,Manual,First Owner,Mahindra
11639,2015,700000.0,40000,Petrol,Manual,First Owner,Nissan
